Title of Conference,Acronym,Source,Rank
International Conference on Agents and Artificial Intelligence,ICAART,CORE2023,B
IEEE International Conference on Autonomic Computing,ICAC,CORE2023,B
IEEE International Conference on Advanced Learning Technologies,ICALT,CORE2023,B
International Conference on Computational Collective Intelligence,ICCCI,CORE2023,B
International Conference on Computer Communication and Networks,ICCCN,CORE2023,B
ACM/IEEE International Conference on Distributed Smart Cameras,ICDSC,CORE2023,B
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2023,B
International Conference on Frontiers of Handwriting Recognition,ICFHR,CORE2023,B
European Simulation Symposium,ESS,CORE2018,B
European Natural Language Generation Workshop,EuroNLG,CORE2018,B
European PKI Workshop: Theory and Practice,EUROPKI,CORE2018,B
European Signal Processing Conference,EUSIPCO,CORE2018,B
European Workshop on Learning Robots,EWLR,CORE2018,B
Formal Power Series and Algebraic Combinatorics,FPSAC,CORE2018,B
International Workshops on First-Order Theorem Proving,FTP,CORE2018,B
Formal Techniques in Real-Time and Fault Tolerant Systems ,FTRTFT,CORE2018,B
International Conference of Society for Group Decision and Negotiation,GDN,CORE2018,B
Global Information Technology Management Association World Conference,GITMA,CORE2018,B
ACM Special Interest Group on Supporting Group Work (was SIGGRoup),Group,CORE2018,B
Human Language Technologies ,HLT,CORE2018,B
Workshop on Power Aware Computing and Systems,HotPower,CORE2018,B
IEEE Workshop on Hot Topics in Web Systems and Technologies,HotWeb,CORE2018,B
International Conference on High Performance Computing and Networking,HPCN,CORE2018,B
"International Conference on High Performance Computing, Networking and Communication Systems",HPCNCS,CORE2018,B
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce",IAWTIC,CORE2018,B
International Business Information Management,IBIMA,CORE2018,B
International Conference on Internet Computing,IC,CORE2018,B
"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,CORE2018,B
IEEE International Conference on Communications,ICC,CORE2018,B
International Conference on Computing and Information,ICCI,CORE2018,B
International Conference on e-Business,ICEB,CORE2018,B
IEEE International Conference on e-Business Engineering,ICEBE,CORE2018,B
International Conference on Genetic Algorithms,ICGA,CORE2018,B
"International Conference on Information, Communications and Signal Processing",ICICS,CORE2018,B
IEEE International Conference on Neural Networks,ICNN,CORE2018,B
IEEE International Conference on Networks,ICON,CORE2018,B
International Computer Science Conference,ICSC,CORE2018,B
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,CORE2018,B
IEEE International Conference on Radio Frequency Identification,IEEE RFID,CORE2018,B
International Joint Conference on Computational Linguistics,IJCNLP2,CORE2018,B
IEEE Intell Network Workshop,IN,CORE2018,B
IEEE International Symposium on Intelligence in Neural & Biological Systems,INBS,CORE2018,B
Information Resources Management Association International Conference,IRMA,CORE2018,B
Integration of Software Engineering and Agent Technology,ISEAT,CORE2018,B
Information Systems Education Conference,ISECON,CORE2018,B
International Symposium on Empirical Software Engineering,ISESE,CORE2018,B
IEEE International Symposium on Intelligent Control,ISIC,CORE2018,B
International Symposium on Mathematical Morphology,ISMM,CORE2018,B
International Conference on Information Systems Technology and its Application,ISTA,CORE2018,B
IEEE International Test Conference,ITC,CORE2018,B
International Workshop on Computer-Aided Software Eng,IWCASE,CORE2018,B
International Workshop on Paraphrasing,IWP,CORE2018,B
International Workshop on Parsing Technologies,IWPT,CORE2018,B
Joint Modular Languages Conference,JMLC,CORE2018,B
"Language Descriptions, Tools and Applications",LDTA,CORE2018,B
Logic and Engineering of Natural Language Semantics,LENLS,CORE2018,B
International Workshop on Logic Programming and Multi-Agents,LPMA,CORE2018,B
Mechatronics and Machine Vision in Practice,M2VIP,CORE2018,B
World Congress on Medical and Health Informatics,MEDINFO,CORE2018,B
International Conference on Product Research,,ERA2010,B
International Conference on Shock and Impact Loads on Structures,,ERA2010,B
International Conference on Sustainable Construction Materials and Technologies,SCMT,ERA2010,B
International Conference on Water Sensitive Urban Design,,ERA2010,B
International Conference on Wired / Wireless Internet Communications,WWIC,ERA2010,B
International Congress Aeronautical Sciences,,ERA2010,B
International Congress of Construction History,ICCH,ERA2010,B
International Congress on Industrial and Applied Mathematics,,ERA2010,B
International Construction Management and Economics Conference,SIBRAGEC,ERA2010,B
International Crashworthiness Conference,,ERA2010,B
International Joint Workshop on Computational Creativity,IJWCC,ERA2010,B
International Maritime Conference,,ERA2010,B
International Planning History Society,IPHS,ERA2010,B
International Symposium on Cavitation,,ERA2010,B
International Symposium on Communications and Information Technologies,ISCIT,ERA2010,B
"International Symposium on Environmental Vibrations: Prediction, Monitoring, Mitigation and Evaluation",,ERA2010,B
International Symposium on frontiers in offshore geotechnics,,ERA2010,B
International Symposium on Structural Engineering,,ERA2010,B
International Workshop Programming Multi-Agent Systems (merged into EMAS in 2013),PROMAS,ERA2010,B
Meeting of the International Environmental Modelling and Software Society,,ERA2010,B
Methods Effectives en Geometrie Algebrique,MEGA,ERA2010,B
Mobile Media,MMC,ERA2010,B
National Conference on Hydraulics in Water Engineering,,ERA2010,B
Nordic Design Research Conference,NORDES,ERA2010,B
Project Management conference,PMOZ,ERA2010,B
"SAE Powertrains, Fuels, and Lubricants Meeting",,ERA2010,B
SAE World Congress,,ERA2010,B
Scandinavian Conference on Artificial Intelligence,SCAI,ERA2010,B
Scandinavian Workshop on Algorithm Theory,SWAT,ERA2010,B
SEFI - Annual Conference of European Society for Engineering Education,,ERA2010,B
Structural Engineering and Construction Conference,APSEC-EASEC,ERA2010,B
Symposium on Advanced Structural Steels and New Rolling Technologies,,ERA2010,B
Thermo and Fluid Dynamic Processes in Diesel Engines,,ERA2010,B
TMS Annual Meeting and Exhibition,,ERA2010,B
UK Ireland Planning Research Conference,PRC,ERA2010,B
United Kingdom Systems Society,UKSS,ERA2010,B
Urban History Planning History (Australasia),UHPH,ERA2010,B
"World Congress on Cost Engineering, Project Management and Quantity Surveying, AACE American Association of Cost Engineers",ICEC,ERA2010,B
World of Construction Project Management Conference,WCPM,ERA2010,B
Asia Pacific Association for Medical Informatics Conference,APAMI,CORE2008,B
Chicago ASA Data Mining Conference- A Hard Look at DM,ASADM,CORE2008,B
Argentine Workshop on Theoretical Informatics,AWTI,CORE2008,B
Agent-Oriented Information Systems Workshop,AOIS,CORE2014,B
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,CORE2014,B
Workshop on Distributed Algorithms (DISC since 1998),WDAG,CORE2014,B
International Conference on Multimedia,ICMR,CORE2014,B
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2017,B
Conference on the Quality of Software Architectures,QoSA,CORE2017,B
IEEE Symposium on 3D User Interfaces,3DUI,CORE2017,B
International Conference on Artificial Reality and Telexistence,ICAT,CORE2017,B
International Symposium Component-Based Software Engineering,CBSE,CORE2017,B
International Conference on Next Generation Wired/Wireless Advanced Networking,NEW2AN,ERA2010,C
International Conference on Telecom Technology and Applications,ICTTA,ERA2010,C
International Conference on Virtual Storytelling (merged into ICIDS in 2008),ICVS,ERA2010,C
"International Conference on Wireless Communications, Networking and Mobile Computing",WiCOM,ERA2010,C
International Manufacturing Leaders Forum,,ERA2010,C
International Multi-Conference on Engineering and Technological Innovation,IMETI,ERA2010,C
International Network for Tropical Architecture conferences,INTA,ERA2010,C
International Postgraduate Research Conference (Research Institute for the Built and Human Environment (BuHu)),BuHu IPGRC,ERA2010,C
International Research Week Conference,IPGRC,ERA2010,C
International Symposium on Fault-Tolerant Computing,FTCS,ERA2010,C
International Symposium on Wireless Personal Multimedia Communications,WPMC,ERA2010,C
International Urban Design Conference,IUDC,ERA2010,C
International Wireless Internet Conference,WiCon,ERA2010,C
International Workshop on Foundations for Secure/Survivable Systems and Networks,FSSSSN,ERA2010,C
International Workshop on Satellite and Space Communications,IWSSC,ERA2010,C
International Workshop on Wireless and Mobile Networks,WiMoNe,ERA2010,C
Italian Conference on Theoretical Computer Science,ICTCS,ERA2010,C
Italian Symposium on Advanced Database Systems,SEBD,ERA2010,C
Japan Conference on Computational Geometry and Graphs,JCCGG,ERA2010,C
Japan Conference on Discrete and Computational Geometry,JCDCG,ERA2010,C
Japan-China Joint Workshop on Frontier of Computer Science and Technology,FCST,ERA2010,C
Japanese-Hungarian Symposium on Discrete Mathematics and Its Applications,JH,ERA2010,C
Japan-Korea Joint Workshop on Algorithms and Computations,WAAC,ERA2010,C
Joint European Networking Conference,JENC,ERA2010,C
"Joint iTrust and PST Conferences on Privacy, Trust Management and Security",IFIP TM,ERA2010,C
Latin American Conference on Pattern Languages of Programming,SugarLoafPLoP,ERA2010,C
Latin American Web Congress,LA-WEB,ERA2010,C
Management of Innovation and Technology International Conference,ICMIT,ERA2010,C
"Mid-West Conference on Combinatorics, Cryptography, and Computing",MIGHTY,ERA2010,C
Modern Asian Architecture Network conferences,mAAN,ERA2010,C
Multi-national Joint Ventures for Construction Works Conference,,ERA2010,C
NASA LaRC Formal Methods Workshop,LARC,ERA2010,C
National Advisory Committee on Computing Qualifications,NACCQ,ERA2010,C
National Conference Communications,NCC,ERA2010,C
National Conference on Computer and Information Systems,NCCIS,ERA2010,C
National Database Conference (China),NDB,ERA2010,C
National Information Systems Security Conference (was National Computer Security Conference),NISSC,ERA2010,C
National Science Foundation symposium on Next Generation Data Mining and Cyber Enabled Discovery for Innovation (was.NSF workshop on Next Generation Data Mining),NGDM,ERA2010,C
NATO Conference on software engineering,NATOSE,ERA2010,C
Networked Group Communication,NGC,ERA2010,C
Nordic Conference on Pattern Languages of Programs,VikingPLoP,ERA2010,C
Nordic Construction Economics and Organisation Conference,,ERA2010,C
Nordic Workshop on Secure IT Systems,NordSec,ERA2010,C
North American Conference on Logic Programming,NACLP,ERA2010,C
North American Fuzzy Information Processing Society Conference,NAFIPS,ERA2010,C
Norwegian Computer Human Interaction,NORDCHI,ERA2010,C
Parallel Computing with FPGAs,ParaFPGA,ERA2010,C
Postgraduate Researchers of the Built and Natural Environment Conference,PRoBE,ERA2010,C
Quantity Surveying International Convention,QSIC,ERA2010,C
RINA International Conference on Military Support Ships,,ERA2010,C
Scottish Functional Programming Workshop,SFP,ERA2010,C
SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored),SBSEA,ERA2010,C
SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware,HWWS,ERA2010,C
South African Construction Health and Safety conference,SABERC,ERA2010,C
Southern Conference on Computing,SCC,ERA2010,C
Southwestern Conference on Pattern Languages of Programs,ChiliPLoP,ERA2010,C
Spanish Meeting on Computational Geometry,EGC,ERA2010,C
Symposium on Information Theory in the Benelux,,ERA2010,C
Technology for Interactive Digital Storytelling (merged into ICIDS in 2008),TIDSE,ERA2010,C
The IASTED International Conference on Applied Simulation and Modelling (International Association of Science and Technology for Development),,ERA2010,C
"The International Conference on Mobile Technology, Applications and Systems",MOBILITY,ERA2010,C
The Northern Formal Methods Workshops,NFM,ERA2010,C
Traitement Automatique des Langues Naturelles,TALN,ERA2010,C
UK Academy of Information Systems Conference,UKAIS,ERA2010,C
UK e-Science All Hands Meeting,UK e-Science,ERA2010,C
UK Wind Engineering Society Conference on Wind Engineering,,ERA2010,C
United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG,VR-SIG,ERA2010,C
US Office of Naval Research Symposium on Naval Hydrodynamics,,ERA2010,C
Western Canadian Conference on Computing Education,WCCCE,ERA2010,C
Western Decision Sciences Institute Conference,WDSI,ERA2010,C
Western European Workshop on Research in Cryptology,WeWoRC,ERA2010,C
Workshop on Application Specific Processors,WASP,ERA2010,C
World Congress on Engineering Asset Management,WCEAM-IMS,ERA2010,C
World Sustainable Building Conference,SB,ERA2010,C
"WSEAS International Conference on Robotics, Control and Manufacturing Technology",ROCOM,ERA2010,C
IEEE Pacific-Rim Conference on Multimedia,PMIP,CORE2008,C
ACM Workshop on Role Based Access Control (now SACMAT),RBAC,CORE2014,C
"Annual IASTED International Conference on Networks, Parallel and Distributed Processing and Applications",NPDP,CORE2014,C
IASTED International conference Law and Technology,LawTech,CORE2014,C
IASTED International Conference on Applied Informatics,AI,CORE2014,C
IASTED International Conference on Applied Simulation and Modelling,ASM,CORE2014,C
IASTED International Conference on Artificial Intelligence and Soft Computing,ASC,CORE2014,C
IASTED International Conference on Computers and Advanced Technology in Education ,CATE,CORE2014,C
IASTED International Conference on Intelligent Systems and Control,ISC,CORE2014,C
"IASTED International Conference on Internet, Multimedia Systems and Applications",IMSA,CORE2014,C
IASTED International Conference on Modelling and Simulation,MS,CORE2014,C
"IASTED International Conference on Modelling, Identification, and Control",MIC,CORE2014,C
IASTED International Conference on Parallel and Distributed Computing and Networks ,PDCN,CORE2014,C
IASTED International Conference on Parallel and Distributed Computing and Systems ,PDCS,CORE2014,C
IASTED International Conference on Robotics and Manufacturing,RM,CORE2014,C
IASTED International Conference on Signal and Image Processing ,SIP,CORE2014,C
IASTED International Conference on Software Engineering ,SE,CORE2014,C
IASTED International Conference on Software Engineering and Applications ,SEA,CORE2014,C
"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,CORE2014,C
"IASTED International Conferenceon AI, Exp Sys & Neural Networks",AEN,CORE2014,C
IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE),CEC,CORE2014,C
International Conference on Applications of Prolog (no information after 2013),INAP,CORE2014,C
International Conference on Computational Intelligence and Software Engineering,CISE,CORE2014,C
International Conference on Declarative Programming and Knowledge Management (no information after 2013),INAP,CORE2014,C
"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,CORE2014,C
International Conference on Spoken Language Processing,ICSLP,CORE2014,C
International Conference on Vision Theory and Applications (Joined with GRAPP from 2008),VISAPP,CORE2014,C
"International Symposium on Intelligent Multimedia, Video and Speech Processing",ISIMP,CORE2014,C
International Workshop in Software Measurement (Joined with Mensura from 2007),IWSM,CORE2014,C
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,CORE2014,C
Argentine Symposium on Artificial Intelligence,ASAI,CORE2017,C
International Conference on Web-Age Information Management,WAIM,CORE2017,C
Engineering Federated Information (Database) Systems ,EFIS/EFDBS,CORE2018,C
ECRYPT Workshop on Cryptographic Hash Functions,ECRYPT,CORE2018,C
ECRYPT Workshop on Tools for Cryptanalysis,ECRYPT,CORE2018,C
"Informatics in Education (journal, congress, symposium, etc all under this name - can't rank)",,CORE2018,C
"Southeastern International Conference on Combinatorics, Graph Theory, and Computing",,CORE2018,C
Mining for Enhanced Web Search,MEWS,CORE2018,C
International Workshop on Middleware for Grid Computing,MGC,CORE2018,C
ACM International Workshop On Multimedia Databases,MMDB,CORE2018,C
IEEE International Conference on Multimedia in Education,MME,CORE2018,C
Mathematical Methods in Computer Science,MMICS,CORE2018,C
Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,CORE2018,C
Multiple Objective Decision Support System Conference,MODSS,CORE2018,C
Summer School on Modelling and Verification of Parallel Processes,MOVEP,CORE2018,C
International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,CORE2018,C
Workshop on Multiparadigm Programming with OO Languages,MPOOL,CORE2018,C
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,CORE2018,C
"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,CORE2018,C
International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,CORE2018,C
NAISO Congress on Autonomous Intelligent Systems,NAISO,CORE2018,C
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,CORE2018,C
International Symposium on Next Generation Data Base Systems and Applications,NGDB,CORE2018,C
Workshop on Nature Inspired Distributed Computing,NISDIC,CORE2018,C
International Conference on New Trends of Information and Service Science,NISS,CORE2018,C
IEEE International Workshop on Neural Networks for Signal Processing,NNSP,CORE2018,C
"International Conference on Neural, Parallel and Scientific Computations",NPSC,CORE2018,C
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,CORE2018,C
Workshop on Network-Related Data Management,NRDM,CORE2018,C
International Conference on Next Generation Web Services Practices,NWESP,CORE2018,C
Organisations and Society in Information Systems Workshop,OASIS,CORE2018,C
Optimal Discrete Structures and Algorithms,ODSA,CORE2018,C
"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,CORE2018,C
Workshop on On-Line Algorithms,OLA,CORE2018,C
Workshop on Object-Oriented Database Systems,OODBS,CORE2018,C
International Conference on Object Oriented Information Systems,OOIS,CORE2018,C
"Conference on Orders, Algorithms and Applications",Ordal,CORE2018,C
Optimization: Techniques And Applications,OTA,CORE2018,C
PACES & ICIL,P&I,CORE2018,C
IEEE International Conference on Peer to Peer Computing,P2P,CORE2018,C
Workshop on Economics of Peer-to-Peer Systems,P2P Econ,CORE2018,C
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,CORE2018,C
Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,CORE2018,C
Symposium on Programs as Data Objects,PADO,CORE2018,C
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,CORE2018,C
Pacific-Asia Workshop on Electronic Commerce,PAWEC,CORE2018,C
Workshop on Physics and Computation,PC,CORE2018,C
SPIE Conference on Performance and Control of Network Systems,PCNS,CORE2018,C
International Parallel Computing Workshop,PCW,CORE2018,C
Parallel and Distributed Information Systems,PDIS,CORE2018,C
"Processing Declarative Knowledge, International Workshop",PDK,CORE2018,C
Joint AUPEC & EECON ,PEC&CON,CORE2018,C
Workshop on Probabilistic Graph Theory,PGT,CORE2018,C
International Symposium on Physical Design,PHYSDES,CORE2018,C
Workshop on New Technologies for Personalized Information Access,PIA,CORE2018,C
Annual PKI R&D Workshop,PKI,CORE2018,C
Programming Language Techniques for XML,PLAN-X,CORE2018,C
Practices of Linking Aspect Technology and Evolution,PLATE,CORE2018,C
Pan Pacific Conference on Information Systems,PPCIS,CORE2018,C
International Workshop on Pattern Recognition in Information Systems,PRIS,CORE2018,C
"International Conference on Probability, Statistics and Operational Research",PSOR,CORE2018,C
Program Visualization Workshop,PVW,CORE2018,C
Workshop on Quantum Information Processing,QIP,CORE2018,C
International Workshop on Quality of Information Systems,QOIS,CORE2018,C
International Conference on Experimental Implementation of Quantum Computation,QuantCom,CORE2018,C
International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,CORE2018,C
International Conference on Recent Advances in Information Technology and Applications,RAITA,CORE2018,C
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,CORE2018,C
Relationships and Associations in Object-Oriented Languages,RAOOL,CORE2018,C
International Workshop on Realising Evidence-based Software Engineering,REBSE,CORE2018,C
"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,CORE2018,C
Conference on RFID Security,RFIDSec,CORE2018,C
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,CORE2018,C
"Annual Convention for Survey, Mapping and Remote Sensing",RS,CORE2018,C
Workshop on Real-Time Databases,RTDB,CORE2018,C
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,CORE2018,C
South African International Graph Theory Conference,SAIGTC,CORE2018,C
International Symposium on Applications and the Internet,SAINT,CORE2018,C
International Conference on Semantic and Digital Media Technologies,SAMT,CORE2018,C
Conference on Security in Network Architectures and Information Systems,SAR-SSI,CORE2018,C
State of the Art of Stream Ciphers,SASC,CORE2018,C
Spring Conference on Computer Graphics,SCCG,CORE2018,C
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,CORE2018,C
IEEE Workshop on Speech Coding,SCW,CORE2018,C
International IEEE Workshop on Software Evolvability,SE,CORE2018,C
International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,CORE2018,C
"Search: Workshop on Search, Sorting and Coding",Search,CORE2018,C
The Conference on visualization of information,SEE,CORE2018,C
Sensor Networks,Sensor Networks,CORE2018,C
Systems Engineering / Test and Evaluation Conference,SETE,CORE2018,C
International Conference on Software Engineering Theory and Practice,SETP,CORE2018,C
Visualization in Software Engineering,SEViz,CORE2018,C
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,CORE2018,C
"Workshop on Scientific Knowledge, Information, and Computing",SIDEKIC,CORE2018,C
IEEE Systems and Information Engineering Design Symposium,SIEDS,CORE2018,C
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,CORE2018,C
Lexical Semantics and Knowledge Representation,SIGLEX,CORE2018,C
Conference on Office Information Systems,SIGOA,CORE2018,C
Spatial Information Research Centre Colloquium,SIRC,CORE2018,C
Spatial Information Science and Technology Conference,SIST,CORE2018,C
International IEEE Security in Storage Workshop,SISW,CORE2018,C
Society for Information Technology and Teacher Education Conference ,SITE,CORE2018,C
Stochastic Local Search Algorithms,SLS,CORE2018,C
Workshop on Service Oriented Computing,SOCASE,CORE2018,C
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,CORE2018,C
Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,CORE2018,C
ACM Symposium on Principles of Database Systems,SPDS,CORE2018,C
Workshop on Security and Privacy in e-Commerce,SPEC,CORE2018,C
Software Performance Enhancement for Encryption and Decryption,SPEED,CORE2018,C
Software Quality Conference,SQC,CORE2018,C
Symposium on Requirements Engineering for Information Security,SREIS,CORE2018,C
Software Education Conference,SRIG-ET,CORE2018,C
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,CORE2018,C
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet",SSGRR,CORE2018,C
IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,CORE2018,C
International Conference on Systems Thinking in Management,STM,CORE2018,C
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,CORE2018,C
IEEE International Workshop on Databases for Next-Generation Researchers,SWOD,CORE2018,C
ACM Workshop on Secure Web Services,SWS,CORE2018,C
The International Conference on Semantic Web and Web Services,SWWS,CORE2018,C
International Conference on Theory and Applications of Computational Science,TACS,CORE2018,C
TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,CORE2018,C
Theory and Applications of Knowledge MAnagement,TAKMA,CORE2018,C
International Joint Conference CAAP/FASE on Theory and Practice of Software Development,TAPSOFT,CORE2018,C
International Workshop on Temporal Databases,TDB,CORE2018,C
International Conference on Technology Education,TE,CORE2018,C
Topological and Geometric Graph Theory,TGGT,CORE2018,C
Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,CORE2018,C
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2018,C
International Conference on Theoretical and Mathematical Foundations of Computer Science,TMFCS,CORE2018,C
Techniques and Problems in Graph Theory,TPGT,CORE2018,C
Annual International Conference on Ada,TRI-Ada,CORE2018,C
USENIX Workshop on Electronic Commerce,USENIX EC,CORE2018,C
USENIX Windows NT Symposium,UWNTS,CORE2018,C
SPIE Conference on Visual Data Exploration and Analysis,VDEA,CORE2018,C
Vision Interface,VI,CORE2018,C
Pan-Sydney Area Workshop on Visual Information Processing,VIP,CORE2018,C
Visualization in Software Product Lines Workshop,VisPLE,CORE2018,C
International Conference on Visual Information Systems,VISUAL,CORE2018,C
ENVI and IDL Data Analysis and Visualization Symposium,VISualize,CORE2018,C
Visual Languages and Formal Methods,VLFM,CORE2018,C
Semantic Web Visualisation,VSW,CORE2018,C
Workshop on Algorithmic Aspects of Advanced Programming Languages,WAAAPL,CORE2018,C
IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data,WARDS,CORE2018,C
Workshop on Cryptography for Ad hoc Networks,WCAN,CORE2018,C
World Computer Congress,WCC,CORE2018,C
World Conference on Computers in Education,WCCE,CORE2018,C
Workshop on Computational Graph Theory and Combinatorics,WCGTC,CORE2018,C
Workshop on Component-Oriented Programming,WCOP,CORE2018,C
Workshop on Distributed Data and Structures,WDAS,CORE2018,C
"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,CORE2018,C
Workshop on Web Usage Analysis,WebKDD,CORE2018,C
World Conference on the WWW and Internet,WebNet,CORE2018,C
International Conference on Web-based Modelling and Simulation,WebSim,CORE2018,C
Web Visualization,WebViz,CORE2018,C
International Workshop on Entertainment Computing,WEC,CORE2018,C
International Computer Symposium Workshop,WICS,CORE2018,C
International Workshop on Web Information Systems Modelling,WISM,CORE2018,C
International Workshop on Issues in the Theory of Security,WITS,CORE2018,C
International Conference on Knowledge Discovery and Data Mining,WKDD,CORE2018,C
International Workshop on Mobile Commerce and Services,WMCS,CORE2018,C
Workshop on Object-Oriented Development,WOOD,CORE2018,C
IEEE International Conference on Parallel Processing Workshops,WoPP,CORE2018,C
International Workshop on Security in Information Systems,WOSIS,CORE2018,C
International Workshop on Software Quality,WoSQ,CORE2018,C
IAVoSS Workshop On Trustworthy Elections,WOTE,CORE2018,C
Workshop on Parameterized Complexity,WPC,CORE2018,C
Workshop on Robust Shape Operations,WRSO,CORE2018,C
IEEE International Symposium on Web Systems Evolution,WSE,CORE2018,C
Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,CORE2018,C
International Conference on Worldwide Computing and Its Applications,WWCA,CORE2018,C
International Workshop on Schema Languages for XML,X-Schemas,CORE2018,C
International XML Database Symposium,Xsym,CORE2018,C
International Workshop on Developments in Computational Models,DCM,CORE2020,C
IEEE Symposium on Visual Analytics Science and Technology,IEEE VAST,CORE2020,C
International Symposium on Computer and Information Sciences,ISCIS,CORE2020,C
International Symposium on Information and Communication Technologies,ISICT,CORE2020,C
International Conference on Information Technology: Coding and Computing,ITCC,CORE2020,C
International Symposium on Intelligent and Interactive Multimedia: Systems and Services,KES IIMSS,CORE2020,C
Pacific-Rim Conference on Multimedia,PCM,CORE2020,C
"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2021,C
IEEE International Conference on Blockchain and Cryptocurrency,ICBC,CORE2023,C
Workshop on Algorithms in Bioinformatics,WABI,CORE2023,C
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,CORE2023,C
IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks,PEMWN,CORE2023,C
International Conference on Machine Vision,ICMV,CORE2023,C
European Conference on Multi-Agent Systems,EUMAS,CORE2023,C
International Symposium on Temporal Representation and Reasoning,TIME,CORE2023,C
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,CORE2023,C
International Conference on Management of Digital EcoSystems,MEDES,CORE2023,C
International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,CORE2023,C
Latin American Conference on Informatics,CLEI,CORE2023,C
"International Conference on Data Science, Technology and Applications",DATA,CORE2023,C
International Conference on Information Systems Security and Privacy,ICISSP,CORE2023,C
International Conference on Pattern Recognition Applications and Methods,ICPRAM,CORE2023,C
International Conference on Software and Data Technologies,ICSoft,CORE2023,C
International Conference on Web Information Systems and Technologies,WEBIST,CORE2023,C
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,CORE2023,C
"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,CORE2023,C
"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,CORE2023,C
International Conference on Reversible Computation,RC,CORE2023,C
"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,CORE2023,C
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,CORE2023,C
"International Conference on Internet of Things, Big Data and Security",IoTBDS,CORE2023,C
International Conference on Security and Privacy for Communication Networks,SecureComm,CORE2023,C
International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,CORE2023,C
"International Conference on Informatics in Control, Automation and Robotics",ICINCO,CORE2023,C
"ArtsIT, Interactivity & Game Creation (was International Conference on Arts and Technology)",ArtsIT,CORE2023,C
Conference of the European Association for Machine Translation,EAMT,CORE2023,C
